title,url,age,seed,sizeType,torrent,leech,size
[Tsuki]_Hunter_X_Hunter_-_76_[8bit][1280x720][3AAAB6CC].mkv,,,,,,,
title,url,age,seed,sizeType,torrent,leech,size
[Coalgirls]_Hunter_X_Hunter_79_(1280x720_H.264_AAC)_[87DBB57D].mkv,,,,,http://www.nyaa.eu/?page=view&tid=432820,,
[HorribleSubs] Hunter X Hunter - 79 [720p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=432772,,
[HorribleSubs] Hunter X Hunter - 79 [1080p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=432770,,
[HorribleSubs] Hunter X Hunter - 79 [480p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=432761,,
[Tsuki]_Hunter_X_Hunter_-_78_[10bit][1280x720][793BEE4A].mkv,,,,,http://www.nyaa.eu/?page=view&tid=431956,,
[Tsuki]_Hunter_X_Hunter_-_78_[720p][7CEF0D25].mp4,,,,,http://www.nyaa.eu/?page=view&tid=431065,,
[Tsuki]_Hunter_X_Hunter_-_60_[848x480][C85DB7EC].avi,,,,,http://www.nyaa.eu/?page=view&tid=431058,,
[Tsuki]_Hunter_X_Hunter_-_59_[848x480][71C720EA].avi,,,,,http://www.nyaa.eu/?page=view&tid=431057,,
[Tsuki]_Hunter_X_Hunter_-_58_[848x480][6F70FE08].avi,,,,,http://www.nyaa.eu/?page=view&tid=431056,,
[Tsuki]_Hunter_X_Hunter_-_56_[848x480][2A97EC9B].avi,,,,,http://www.nyaa.eu/?page=view&tid=431055,,
[Tsuki]_Hunter_X_Hunter_-_54_[848x480][BC8C6B48].avi,,,,,http://www.nyaa.eu/?page=view&tid=431048,,
[Tsuki]_Hunter_X_Hunter_-_53_[848x480][A0AF8D9F].avi,,,,,http://www.nyaa.eu/?page=view&tid=431047,,
[Tsuki]_Hunter_X_Hunter_-_50_[848x480][10508B40].avi,,,,,http://www.nyaa.eu/?page=view&tid=431046,,
[Tsuki]_Hunter_X_Hunter_-_78_[848x480][B668C539].avi,,,,,http://www.nyaa.eu/?page=view&tid=431045,,
[Tsuki]_Hunter_X_Hunter_-_48_[848x480][B2D2ED83].avi,,,,,http://www.nyaa.eu/?page=view&tid=431044,,
[Tsuki]_Hunter_X_Hunter_-_78_[10bit][1920x1080][59758917].mkv,,,,,http://www.nyaa.eu/?page=view&tid=431018,,
[Zero-Raws] Hunter X Hunter - 77 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=431002,,
[Coalgirls]_Hunter_X_Hunter_78_(1280x720_H.264_AAC)_[EE660C3A].mkv,,,,,http://www.nyaa.eu/?page=view&tid=430804,,
[SOFCJ-Raws] Hunter X Hunter - 78 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=430612,,
[Swagger]_Hunter_X_Hunter_-_78_(VOSTFR)_[720p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=430538,,
[Zero-Raws] Hunter X Hunter - 78 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=430533,,
[HorribleSubs] Hunter X Hunter - 78 [1080p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=430499,,
[HorribleSubs] Hunter X Hunter - 78 [720p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=430494,,
[HorribleSubs] Hunter X Hunter - 78 [480p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=430490,,
[무서운닭-Raws] Hunter X Hunter - 78 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=430481,,
Hunter X Hunter - 78 (NTV 1280x720 h264 AAC).mkv,,,,,http://www.nyaa.eu/?page=view&tid=430475,,
[Tsuki]_Hunter_X_Hunter_-_52_[848x480][94AAE539].avi,,,,,http://www.nyaa.eu/?page=view&tid=429995,,
[Tsuki]_Hunter_X_Hunter_-_49_[848x480][345F5657].avi,,,,,http://www.nyaa.eu/?page=view&tid=429991,,
[Tsuki]_Hunter_X_Hunter_-_51_[848x480][BB7F5DD6].avi,,,,,http://www.nyaa.eu/?page=view&tid=429990,,
[Tsuki]_Hunter_X_Hunter_-_47_[848x480][7064711A].avi,,,,,http://www.nyaa.eu/?page=view&tid=429985,,
[Tsuki]_Hunter_X_Hunter_-_77_[848x480][D7B9600E].avi,,,,,http://www.nyaa.eu/?page=view&tid=428710,,
[Tsuki]_Hunter_X_Hunter_-_77_[720p][DB60586B].mp4,,,,,http://www.nyaa.eu/?page=view&tid=428709,,
[Tsuki]_Hunter_X_Hunter_-_77_[10bit][1280x720][299AFEB0].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428708,,
[Tsuki]_Hunter_X_Hunter_-_77_[10bit][1920x1080][930AB09B].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428468,,
[Coalgirls]_Hunter_X_Hunter_77_(1280x720_H.264_AAC)_[B0882954].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428257,,
[SOFCJ-Raws] Hunter X Hunter - 77 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=428233,,
[HorribleSubs] Hunter X Hunter - 77 [1080p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428108,,
[HorribleSubs] Hunter X Hunter - 77 [720p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428105,,
[HorribleSubs] Hunter X Hunter - 77 [480p].mkv,,,,,http://www.nyaa.eu/?page=view&tid=428103,,
[Zero-Raws] Hunter X Hunter - 76 (NTV 1280x720 x264 AAC).mp4,,,,,http://www.nyaa.eu/?page=view&tid=427270,,
[Tsuki]_Hunter_X_Hunter_-_76_[10bit][1280x720][A46F4671].mkv,,,,,http://www.nyaa.eu/?page=view&tid=426886,,
[Tsuki]_Hunter_X_Hunter_-_76_[848x480][FAAA0599].avi,,,,,http://www.nyaa.eu/?page=view&tid=426246,,
[Tsuki]_Hunter_X_Hunter_-_76_[8bit][1920x1080][30417773].mkv,,,,,http://www.nyaa.eu/?page=view&tid=426101,,
[Tsuki]_Hunter_X_Hunter_-_76_[8bit][1280x720][3AAAB6CC].mkv,,,,,http://www.nyaa.eu/?page=view&tid=426100,,
